"obamas",6
"occasions",6
"occupying",6
"olympic",6
"ore",6
"originally",6
"painted",6
"parlors",6
"perceive",6
"perez",6
"play",6
"plote",6
"populous",6
"pornography",6
"possessing",6
"prasad",6
"preceding",6
"profits",6
"progressive",6
"promises",6
"protamil",6
"provocation",6
"publications",6
"publishing",6
"pull",6
"raided",6
"rangers",6
"rao",6
"ray",6
"read",6
"regain",6
"regards",6
"remain",6
"reopen",6
"reopening",6
"repair",6
"reporter",6
"representative",6
"resigned",6
"revealed",6
"revenue",6
"review",6
"rifles",6
"rockefeller",6
"rogers",6
"sales",6
"saranda",6
"saudiled",6
"schedule",6
"secret",6
"seek",6
"seizing",6
"selecting",6
"sena",6
"serbs",6
"shabelle",6
"shan",6
"sharma",6
"sher",6
"shift",6
"shining",6
"shopkeepers",6
"showing",6
"side",6
"signs",6
"simi",6
"sirte",6
"slaughter",6
"slaying",6
"soon",6
"sopore",6
"ssa",6
"staged",6
"star",6
"stateowned",6
"stemming",6
"stepped",6
"steven",6
"stifle",6
"stout",6
"subcontinent",6
"subjected",6
"success",6
"sum",6
"sunnidominated",6
"supplying",6
"supposedly",6
"symbolic",6
"systems",6
"tariq",6
"telephone",6
"tenyear",6
"testifying",6
"threeday",6
"tobacco",6
"torres",6
"tourab",6
"tourist",6
"tpc",6
"transfer",6
"transported",6
"tribal’s",6
"tritiya",6
"try",6
"tunisian",6
"types",6
"ucpnm",6
"uff",6
"uncertain",6
"unpaid",6
"via",6
"vicepresident",6
"victim’s",6
"vietnamese",6
"villager",6
"violating",6
"violations",6
"visa",6
"vocal",6
"voted",6
"walid",6
"weakened",6
"weakness",6
"whether",6
"wider",6
"widespread",6
"widow",6
"williams",6
"win",6
"word",6
"yabrud",6
"yazidis",6
"yobe",6
"zamboanga",6
"abdoulaye",5
"abduct",5
"abductees",5
"abdulrahman",5
"abolition",5
"achieved",5
"added",5
"adopted",5
"advocate",5
"affair",5
"affect",5
"afternoon",5
"agence",5
"ahmadiyya",5
"aims",5
"akakhel",5
"alcoholic",5
"almuaqioon",5
"alqaeda",5
"alquds",5
"already",5
"americas",5
"amran",5
"angered",5
"anticonstruction",5
"antiimmigrant",5
"antiimmigration",5
"antiinsurgency",5
"antiislamist",5
"antiland",5
"apc",5
"approximately",5
"argument",5
"artillery",5
"asif",5
"assist",5
"atal",5
"attended",5
"auka",5
"azad",5
"banda",5
"bangla",5
"banner",5
"becoming",5
"biddam",5
"big",5
"blew",5
"blt",5
"book",5
"broadcasted",5
"built",5
"bulgaria",5
"buying",5
"calls",5
"cards",5
"ccccc",5
"centre",5
"chad",5
"chains",5
"chairperson",5
"chandra",5
"charter",5
"chieftain",5
"circulated",5
"coast",5
"coffee",5
"collection",5
"college",5
"colombo",5
"colorado",5
"combing",5
"commemoration",5
"committees",5
"communism",5
"communists",5
"compel",5
"competing",5
"condemning",5
"connecting",5
"conservative",5
"considers",5
"containing",5
"contentious",5
"contesting",5
"continuance",5
"contracted",5
"contributing",5
"conviction",5
"copper",5
"corpse",5
"cost",5
"country’s",5
"cpp",5
"croatian",5
"curb",5
"davao",5
"dealings",5
"decade",5
"decided",5
"dedicated",5
"deeply",5
"deescalation",5
"defenders",5
"del",5
"deliberately",5
"delivered",5
"delivering",5
"denial",5
"denver",5
"desegregation",5
"detainment",5
"devised",5
"dialogue",5
"disgruntled",5
"dismissal",5
"disrespected",5
"dissidents",5
"domestic",5
"donations",5
"dorchester",5
"driven",5
"drivers",5
"drones",5
"editor",5
"elements",5
"elns",5
"emergency",5
"endowment",5
"engineer",5
"entertainment",5
"environmentalist",5
"escorting",5
"especial",5
"evacuating",5
"exhibition",5
"exiles",5
"expressed",5
"extension",5
"eyewitnesses",5
"fair",5
"falsely",5
"fascinated",5
"ficheros",5
"fies",5
"fish",5
"fishermen",5
"flow",5
"focusing",5
"football",5
"forests",5
"forming",5
"forth",5
"forums",5
"founder",5
"frustrated",5
"function",5
"gather",5
"genetic",5
"georgian",5
"girlfriend",5
"gods",5
"governmentsupported",5
"grand",5
"grasberg",5
"greenland",5
"grounds",5
"grudge",5
"guarding",5
"gulf",5
"haider",5
"halted",5
"handwritten",5
"haq",5
"harassed",5
"heading",5
"heart",5
"heed",5
"hiding",5
"highways",5
"hijacking",5
"hindering",5
"hire",5
"holocaust",5
"houthis",5
"hung",5
"hynniewtrep",5
"ideals",5
"idolatry",5
"igbo",5
"ijaw",5
"immigrants",5
"implicated",5
"impoverished",5
"influences",5
"ingush",5
"insecurity",5
"inspector",5
"installation",5
"instigate",5
"integration",5
"interfering",5
"internos",5
"intimidateshow",5
"intrusion",5
"investigate",5
"investments",5
"involve",5
"iron",5
"islamabad",5
"jaisheislam",5
"jatiya",5
"jonathan",5
"jordans",5
"journalism",5
"jtf",5
"judiciary",5
"jungle",5
"kachin",5
"kaczynski",5
"kano",5
"karen",5
"karki",5
"keeping",5
"koran",5
"landlords",5
"larry",5
"leadup",5
"leon",5
"lessons",5
"lets",5
"level",5
"levied",5
"liberal",5
"link",5
"literature",5
"loot",5
"looting",5
"luhansk",5
"luis",5
"madvi",5
"mahmoud",5
"maintain",5
"maintained",5
"malay",5
"manifesto",5
"mansur",5
"mapu",5
"maria",5
"marriage",5
"martial",5
"marwat",5
"measure",5
"missing",5
"missouri",5
"mit",5
"monarchy",5
"monday",5
"mortar",5
"mother",5
"muharram",5
"mujahidin",5
"munger",5
"municipality",5
"murdering",5
"nagibona",5
"narcotics",5
"narita",5
"narrative",5
"nasser",5
"ndgjm",5
"ndjamena",5
"need",5
"noor",5
"objected",5
"occupiers",5
"ould",5
"oust",5
"outcome",5
"outfits",5
"outlets",5
"oversaw",5
"overturn",5
"oxford",5
"pacific",5
"pangi",5
"partake",5
"perform",5
"permits",5
"person",5
"physicians",5
"pierre",5
"plantations",5
"planting",5
"poppy",5
"posed",5
"possession",5
"possibility",5
"powers",5
"prayers",5
"precise",5
"preferably",5
"priest",5
"pro",5
"proassad",5
"processions",5
"progressives",5
"prompted",5
"provoked",5
"psychologicalclass",5
"punjabi",5
"puntland",5
"putin",5
"quality",5
"racists",5
"rafael",5
"ramallah",5
"rawalpindi",5
"reacting",5
"recite",5
"recognize",5
"reddy",5
"referred",5
"regular",5
"relationship",5
"reminder",5
"renegade",5
"replacing",5
"representation",5
"requested",5
"resident",5
"resisted",5
"resume",5
"revolutionaries",5
"ribhoi",5
"ricos",5
"rigoberto",5
"roadblock",5
"roadside",5
"ruled",5
"rwandan",5
"sadar",5
"sajjad",5
"salaries",5
"sami",5
"sanitation",5
"sanjay",5
"santos",5
"scholar",5
"scholars",5
"scott",5
"seguimento",5
"seize",5
"senegalese",5
"shaaban",5
"shabak",5
"shahid",5
"shahidullah",5
"shared",5
"shelter",5
"shortened",5
"shuar",5
"sitting",5
"smugglers",5
"socalled",5
"socialists",5
"someone",5
"southeast",5
"speaker",5
"sponsored",5
"stability",5
"stationed",5
"stepping",5
"stopping",5
"stories",5
"striving",5
"suppressed",5
"suppressing",5
"suspicions",5
"taang",5
"taiwan",5
"tarai",5
"tea",5
"teens",5
"telo",5
"tenancy",5
"terminal",5
"territorial",5
"terrorismrelated",5
"terrorizing",5
"thapa",5
"thereby",5
"thousands",5
"timothy",5
"timur",5
"tirah",5
"together",5
"total",5
"traditional",5
"traffickers",5
"trinamool",5
"troopers",5
"truce",5
"uighurs",5
"unable",5
"unlf",5
"unspecified",5
"unsure",5
"urban",5
"utilized",5
"vacate",5
"vajpayees",5
"vicinity",5
"videotaped",5
"vietnams",5
"vijay",5
"vladimir",5
"volatile",5
"wahid",5
"wani",5
"ward",5
"warlord",5
"warlords",5
"wave",5
"weekend",5
"weichan",5
"whiteled",5
"wildlife",5
"wisconsin",5
"worship",5
"yankee",5
"yasser",5
"yassin",5
"yet",5
"zambia",5
"zonal",5
"zones",5
"abdelrahman",4
"abdiasis",4
"abdirahman",4
"abdol",4
"abdulaziz",4
"abubaker",4
"academics",4
"accept",4
"accordance",4
"accordingly",4
"account",4
"accusing",4
"achieving",4
"acquiring",4
"actual",4
"adan",4
"adhere",4
"administered",4
"adnani",4
"adoption",4
"advances",4
"afar",4
"afgooye",4
"afzal",4
"aggressive",4
"ahmadzai",4
"aide",4
"aides",4
"aladha",4
"alawlaki",4
"albu",4
"aldin",4
"alex",4
"alexander",4
"alfarooq",4
"alkhilafah",4
"allibi",4
"alnasir",4
"alp",4
"alqassam",4
"alshabaabs",4
"altawhid",4
"alterations",4
"alvaro",4
"amanullah",4
"americanvietnamese",4
"amid",4
"anders",4
"anonymous",4
"ansarullah",4
"anti",4
"antiamerican",4
"antibalochi",4
"antiglobalization",4
"antiislam",4
"antirebel",4
"antonio",4
"apartment",4
"apparent",4
"appeal",4
"appear",4
"appointed",4
"aquino",4
"archrival",4
"armando",4
"armies",4
"arrivals",4
"askariya",4
"assams",4
"asto",4
"atram",4
"australian",4
"authorization",4
"babies",4
"bacho",4
"backlash",4
"baghlan",4
"bajaur",4
"bala",4
"balaram",4
"band",4
"bandit",4
"bandits",4
"bankruptcy",4
"banta",4
"batticaloa",4
"bazaar",4
"beat",4
"beating",4
"begun",4
"beheaded",4
"beit",4
"believers",4
"benas",4
"berg",4
"bernardo",4
"berom",4
"bertrand",4
"bhagalpur",4
"bhoi",4
"bhutto",4
"biafra",4
"bicol",4
"bilal",4
"blocked",4
"blog",4
"blowing",4
"board",4
"bodyguards",4
"books",4
"boumama",4
"bouteflika",4
"box",4
"branch",4
"bravo",4
"breivik’s",4
"brigadier",4
"brokering",4
"bruce",4
"burhan",4
"burkina",4
"businessman",4
"cable",4
"canadian",4
"canal",4
"cano",4
"caribbean",4
"cartel",4
"cartoons",4
"casino",4
"castro",4
"celibate",4
"cellular",4
"chamber",4
"charcoal",4
"charge",4
"charu",4
"chechens",4
"check",4
"checked",4
"chegemskiy",4
"chehlum",4
"chemicals",4
"chickens",4
"chotanagpur",4
"circus",4
"cizre",4
"clean",4
"cleanse",4
"cma",4
"cmas",4
"collected",4
"colombias",4
"commanderinchief",4
"competitors",4
"complained",4
"concede",4
"confirm",4
"congo",4
"congressional",4
"consider",4
"consulate",4
"contest",4
"contract",4
"converting",4
"cooperative",4
"costs",4
"coulibaly",4
"cows",4
"cpimaoists",4
"crackdowns",4
"critics",4
"crude",4
"curtail",4
"custodial",4
"daeng",4
"dagestani",4
"dambar",4
"danish",4
"darjeeling",4
"daytime",4
"dealers",4
"debt",4
"decisions",4
"defected",4
"delegates",4
"deliver",4
"democrat",4
"deny",4
"deteriorate",4
"dictator",4
"didnt",4
"dilaab",4
"directly",4
"disabled",4
"disarm",4
"disliked",4
"diversionary",4
"divisional",4
"diyala",4
"domain",4
"domic",4
"donation",4
"dozen",4
"drought",4
"dss",4
"dyfi",4
"elapsed",4
"elementary",4
"eliecer",4
"eliminated",4
"elite",4
"elsisi",4
"embezzlement",4
"encourages",4
"endorse",4
"enforcing",4
"entire",4
"epl",4
"equitable",4
"estereo",4
"eurozone",4
"example",4
"exarhia",4
"exchanged",4
"exclusion",4
"execute",4
"expansion",4
"expired",4
"explained",4
"explanations",4
"exploited",4
"extortionists",4
"extreme",4
"faces",4
"fahd",4
"faizov",4
"fares",4
"farms",4
"fattah",4
"favored",4
"federally",4
"fees",4
"felix",4
"fifth",4
"filanbanco",4
"filed",4
"firearms",4
"fitr",4
"fled",4
"flexing",4
"focused",4
"fort",4
"foster",4
"foundation",4
"founders",4
"francisco",4
"freeport",4
"friends",4
"fronts",4
"functions",4
"fundamentalist",4
"gaikhangam",4
"gaitan",4
"gambling",4
"gasoline",4
"gender",4
"genders",4
"gesture",4
"gharib",4
"global",4
"glory",4
"gope",4
"governance",4
"government’s",4
"governmentcontrolled",4
"grave",4
"grenades",4
"guarantee",4
"hair",4
"haiti",4
"haitian",4
"halting",4
"harassing",4
"hard",4
"harsh",4
"hatred",4
"heavily",4
"heightened",4
"highly",4
"highranking",4
"hijabs",4
"hindalco",4
"hindi",4
"historic",4
"hnlc",4
"homemade",4
"homs",4
"hosted",4
"hostility",4
"huts",4
"hutu",4
"idolatrous",4
"ildus",4
"ilias",4
"illicit",4
"image",4
"images",4
"imperialist",4
"implementation",4
"implying",4
"indiana",4
"indians",4
"indiscriminate",4
"indiscriminately",4
"individualities",4
"inflation",4
"inform",4
"initialed",4
"injustice",4
"injustices",4
"installing",4
"insulting",4
"interamerican",4
"interest",4
"interference",4
"interpretation",4
"interpretations",4
"introduced",4
"invaders",4
"involuntarily",4
"irritated",4
"ishaq",4
"islands",4
"jade",4
"jaishemohammad",4
"jamiatetalaba",4
"jamui",4
"japanese",4
"jdl",4
"jhangvi",4
"jjp",4
"jnim",4
"joe",4
"joel",4
"jones",4
"jordanian",4
"jorge",4
"jos",4
"jubba",4
"junaid",4
"kangleipakprogressive",4
"katuwal",4
"khaled",4
"khalis",4
"kia",4
"kingdoms",4
"kiweewa",4
"knf",4
"knights",4
"know",4
"koranic",4
"kuala",4
"kuokkoi",4
"kurram",4
"laboratory",4
"labour",4
"lacked",4
"lal",4
"lawyer",4
"lee",4
"levies",4
"libi",4
"license",4
"lieutenant",4
"literacy",4
"lived",4
"loggers",4
"london",4
"looted",4
"losses",4
"lottery",4
"louisiana",4
"lumpur",4
"macau",4
"machine",4
"madhi",4
"madkami",4
"madrassa",4
"maharashtra",4
"mahaz",4
"mahto",4
"mailed",4
"majumdar",4
"males",4
"mallon",4
"mama",4
"manager",4
"manch",4
"mans",4
"mansoor",4
"maranding",4
"marawi",4
"marks",4
"marri",4
"marxistoriented",4
"massachusetts",4
"mcveigh",4
"meanwhile",4
"meters",4
"methods",4
"mexicos",4
"michigan",4
"middlesbrough",4
"migrants",4
"militants’",4
"mineral",4
"misogynist",4
"mistaken",4
"mobil",4
"mobilization",4
"molotov",4
"monitoring",4
"morale",4
"motion",4
"motorcade",4
"mountains",4
"moussa",4
"mqm",4
"muammar",4
"mubarak",4
"mulia",4
"multiculturalism",4
"muscles",4
"musharraf",4
"musical",4
"muslimin",4
"nablus",4
"najd",4
"nationalistseperatist",4
"naxalites",4
"nazis",4
"ngos",4
"nonbelievers",4
"nonnuer",4
"normal",4
"northeast",4
"notices",4
"npf",4
"nusrat",4
"obama’s",4
"objection",4
"obstruct",4
"offensives",4
"olympics",4
"operator",4
"opponents",4
"opposes",4
"oppressive",4
"osamas",4
"outlaws",4
"overall",4
"panel",4
"pannaiyar",4
"paper",4
"parents",4
"pargana",4
"partnership",4
"partys",4
"patil",4
"patrols",4
"pcpa",4
"peaceful",4
"peak",4
"performing",4
"perpetrate",4
"persecuting",4
"pervez",4
"peshawar",4
"pilgrimage",4
"pinochet",4
"platform",4
"plfp",4
"pomona",4
"portrayed",4
"ppp",4
"pradhan",4
"prepakp",4
"pretrial",4
"principal",4
"proceeding",4
"products",4
"proiranian",4
"proposal",4
"prosecutor",4
"protected",4
"prous",4
"proximity",4
"psychological",4
"publicity",4
"publicizing",4
"publish",4
"puhspa",4
"purposes",4
"pursuing",4
"qatif",4
"question",4
"railroad",4
"rajendra",4
"rallies",4
"ranchers",4
"ranger",4
"ranking",4
"ransacked",4
"raped",4
"rashid",4
"rastriya",4
"reached",4
"ready",4
"rebelheld",4
"reclaimed",4
"recover",4
"redrafted",4
"reestablishment",4
"refund",4
"regard",4
"regarded",4
"registered",4
"rejection",4
"relating",4
"releasing",4
"relocation",4
"remarks",4
"repeated",4
"repent",4
"represent",4
"request",4
"requesting",4
"requests",4
"resentment",4
"resolve",4
"resort",4
"restaurants",4
"resulted",4
"retirement",4
"reuters",4
"richard",4
"rigged",4
"rob",4
"rodrigo",4
"rogue",4
"rosas",4
"rules",4
"sadiq",4
"sai",4
"saint",4
"salafists",4
"samangani",4
"samir",4
"sanda",4
"santhal",4
"sarare",4
"satellite",4
"scientists",4
"scores",4
"scuttle",4
"seat",4
"section",4
"segregation",4
"seiyun",4
"selfidentify",4
"seminary",4
"senator",4
"sentenced",4
"serbians",4
"sermons",4
"serves",4
"session",4
"shabwan",4
"shake",4
"sharif",4
"shekau",4
"shiitemajority",4
"shootings",4
"shootout",4
"short",4
"shouldnt",4
"siding",4
"sinful",4
"sinjar",4
"sister",4
"slated",4
"slogans",4
"slurs",4
"smoking",4
"smuggled",4
"sohan",4
"something",4
"sonia",4
"soninlaw",4
"sorcerer",4
"sourced",4
"southwest",4
"spawned",4
"spent",4
"spill",4
"spiritual",4
"spoke",4
"steel",4
"sterilize",4
"subsequent",4
"suggesting",4
"sunniled",4
"surrender",4
"surveillance",4
"survived",4
"sustained",4
"sweden",4
"swiss",4
"syed",4
"symbol",4
"taj",4
"takar",4
"talked",4
"tank",4
"taught",4
"taxi",4
"teachings",4
"technology",4
"tehrik",4
"temporarily",4
"texarkana",4
"tfg",4
"thermitus",4
"thung",4
"tied",4
"tithe",4
"tomb",4
"tracking",4
"tractor",4
"travelling",4
"triads",4
"tribalâs",4
"tribespeople",4
"trip",4
"trouble",4
"true",4
"trump",4
"tutsi",4
"typical",4
"ucpn",4
"uka",4
"uma",4
"umarov",4
"unemployment",4
"unnamed",4
"unwanted",4
"upswing",4
"urge",4
"utility",4
"venue",4
"verdict",4
"vetting",4
"visible",4
"vocational",4
"votes",4
"wan",4
"wants",4
"warehouse",4
"warriors",4
"ways",4
"weekends",4
"whole",4
"winter",4
"womens",4
"won",4
"worshipping",4
"wounding",4
"wrong",4
"xinjiang",4
"yang",4
"yugoslavia",4
"zakhakhel",4
"zetas",4
"zionists",4
"‘area",3
"abbala",3
"abdelaziz",3
"abdulahi",3
"abhijit",3
"abid",3
"abilities",3
"abiral",3
"abukar",3
"accident",3
"accomplice",3
"accounts",3
"acknowledge",3
"acquitted",3
"acres",3
"actually",3
"adanabyan",3
"additional",3
"administrators",3
"advancing",3
"advised",3
"advisor",3
"aerial",3
"ahlesunnat",3
"ahlu",3
"ahvaz",3
"aircraft",3
"aired",3
"ajay",3
"akp",3
"alahvaz",3
"alalamiya",3
"alam",3
"alejandro",3
"alexanders",3
"alfonso",3
"alhamid",3
"alhujeiri",3
"alimam",3
"alislami",3
"alkhobar",3
"almojahedin",3
"almukhtar",3
"alsadr",3
"ambazonia",3
"ambazonian",3
"ambushes",3
"amedy",3
"amendment",3
"americanbased",3
"americanled",3
"americanrelated",3
"amman",3
"ammans",3
"amn",3
"amri",3
"anantnag",3
"anas",3
"anca",3
"andalus",3
"andrew",3
"anil",3
"anis",3
"anla",3
"annoyed",3
"ansarulislam",3
"antiarab",3
"anticorruption",3
"antidevelopment",3
"antiillegal",3
"antiltte",3
"antimilitant",3
"antioquia",3
"antisyrian",3
"antiurban",3
"antius",3
"antiwhite",3
"anvcb",3
"anywhere",3
"apocalypse",3
"apparatus",3
"appealing",3
"appearance",3
"approved",3
"archaeological",3
"armadas",3
"armored",3
"arose",3
"arrive",3
"arsal",3
"artist",3
"artists",3
"ashley",3
"aslam",3
"associate",3
"assurance",3
"asylum",3
"atypical",3
"augusto",3
"aung",3
"avoid",3
"bachama",3
"background",3
"badr",3
"balochi",3
"banglar",3
"banka",3
"bargain",3
"barrel",3
"barricade",3
"barzani",3
"baseer",3
"basic",3
"beforehand",3
"beganovic",3
"behavior",3
"benefits",3
"bengali",3
"benigno",3
"beverages",3
"bhai",3
"bhima",3
"biased",3
"bifms",3
"bigger",3
"birth",3
"blames",3
"blocking",3
"bluf",3
"boat",3
"bobby",3
"bolivar",3
"boost",3
"bourgeoisie",3
"bridges",3
"brostan",3
"brotherinlaw",3
"brutality",3
"btad",3
"buddha",3
"budra",3
"cache",3
"cafe",3
"caliphate",3
"caller",3
"callers",3
"cambodian",3
"camilo",3
"camping",3
"captors",3
"caretaker",3
"carries",3
"cast",3
"castle",3
"census",3
"centers",3
"cesar",3
"cff",3
"chairs",3
"chance",3
"changed",3
"chaudhary",3
"chaudhry",3
"checkposts",3
"chen",3
"chidambaram",3
"chik",3
"chip",3
"christopher",3
"clan",3
"cleansing",3
"clearing",3
"coca",3
"cocaine",3
"code",3
"collaborate",3
"colleges",3
"colluding",3
"combating",3
"combatting",3
"commander’",3
"commitment",3
"commits",3
"commodities",3
"communicate",3
"completing",3
"compostela",3
"conclusion",3
"confronting",3
"congregation",3
"congressman",3
"consecutive",3
"consideration",3
"conspiring",3
"constable",3
"consumption",3
"container",3
"continuously",3
"converted",3
"conveyed",3
"coordinating",3
"cornell",3
"councilb",3
"count",3
"courthouses",3
"cpi",3
"crack",3
"crew",3
"crore",3
"csa",3
"cultures",3
"cuts",3
"czech",3
"dahir",3
"daniel",3
"darfur",3
"daughter",3
"daughters",3
"deadline",3
"deadly",3
"deals",3
"deba",3
"deby",3
"declare",3
"decrease",3
"deepa",3
"defecting",3
"deflect",3
"demilitarized",3
"democratization",3
"demolished",3
"demonstrated",3
"depicting",3
"deserted",3
"deserting",3
"deserved",3
"destabilizing",3
"destitute",3
"destructive",3
"detailing",3
"detain",3
"detat",3
"dhurve",3
"dictatorship",3
"dies",3
"differences",3
"differing",3
"dilip",3
"disagreed",3
"disappearance",3
"disapproved",3
"discussion",3
"disguised",3
"dislike",3
"dismissed",3
"distrust",3
"disturbance",3
"disturbances",3
"dollars",3
"dominated",3
"dora",3
"dos",3
"drawn",3
"dress",3
"dressing",3
"duma",3
"dur",3
"dutch",3
"duterte",3
"economically",3
"ecopetrols",3
"edwin",3
"emailed",3
"embassies",3
"emphasize",3
"enable",3
"encana",3
"encourage",3
"english",3
"enough",3
"environmentalistrelated",3
"equal",3
"equality",3
"erected",3
"eric",3
"erp",3
"escaped",3
"espoused",3
"essential",3
"establishing",3
"etisalat",3
"everyone",3
"exaggerated",3
"excesses",3
"exert",3
"existing",3
"expected",3
"expel",3
"experiments",3
"explicitly",3
"export",3
"exposing",3
"expression",3
"extorted",3
"extramarital",3
"exxon",3
"facilitate",3
"fadil",3
"fallen",3
"fallout",3
"false",3
"fascist",3
"faso",3
"fein",3
"fidel",3
"firebombing",3
"flags",3
"follows",3
"forcibly",3
"foreclosures",3
"foreigner",3
"francepresse",3
"francis",3
"frank",3
"freemen",3
"fuerzas",3
"gadhafi",3
"gains",3
"gangrelated",3
"gap",3
"gardane",3
"garden",3
"garner",3
"gedo",3
"generation",3
"gerardo",3
"ghafoor",3
"glenn",3
"gnlas",3
"godane",3
"goit",3
"golden",3
"governmental",3
"governmentbacked",3
"graduation",3
"grajales",3
"grazing",3
"greenhunt",3
"guatemala",3
"guerilla",3
"gunfight",3
"gunman",3
"gunned",3
"gutierrez",3
"hadramawt",3
"hajji",3
"hakim",3
"hameed",3
"hampshire",3
"hantal",3
"happen",3
"hardware",3
"harvesting",3
"hasong",3
"hazrat",3
"headmaster",3
"helmand",3
"heretical",3
"hide",3
"hideout",3
"hijacker",3
"hiring",3
"hoaxes",3
"holdups",3
"homosexuals",3
"hostile",3
"hostilities",3
"hot",3
"hungry",3
"huntingdon",3
"husbands",3
"ibm",3
"ibn",3
"ibobi",3
"ideological",3
"ignoring",3
"illustrates",3
"impending",3
"imphal",3
"implied",3
"impossible",3
"inc",3
"incentive",3
"include",3
"increasingly",3
"incursion",3
"infidel",3
"infrastructures",3
"inhumane",3
"initially",3
"initiated",3
"initiative",3
"instituted",3
"intending",3
"internationally",3
"interpreting",3
"interrogation",3
"investigated",3
"irina",3
"isa",3
"isis",3
"islamophobia",3
"ismael",3
"isolate",3
"istanbul",3
"ivan",3
"iyad",3
"izzaldin",3
"jailing",3
"jamiat",3
"japans",3
"jason",3
"javier",3
"jeanbertrand",3
"jenin",3
"jersey",3
"jia",3
"johnson",3
"journalistic",3
"jubo",3
"junta",3
"justified",3
"kabilas",3
"kamlesh",3
"karbi",3
"khalil",3
"khara",3
"kills",3
"kinds",3
"king",3
"kings",3
"kita",3
"kla",3
"kone",3
"koraput",3
"kukis",3
"kuwait",3
"kuwaiti",3
"labeled",3
"laboratories",3
"lackeys",3
"lacking",3
"ladens",3
"lakhisarai",3
"lalit",3
"langadu",3
"largely",3
"lasted",3
"latif",3
"latvia",3
"legislators",3
"leninist",3
"lgbtq",3
"libyans",3
"lie",3
"limbuwan",3
"liquidation",3
"livelihood",3
"lone",3
"louis",3
"love",3
"loyalty",3
"lwin",3
"macedonia",3
"maceo",3
"madhesh",3
"magic",3
"mahmudiyah",3
"maidan",3
"maiga",3
"majid",3
"malak",3
"malakand",3
"mall",3
"manan",3
"mandavi",3
"mandera",3
"mangal",3
"manila",3
"manoj",3
"marines",3
"marry",3
"marrying",3
"marxistaleninista",3
"massoud",3
"matches",3
"mateen",3
"mathew",3
"matthew",3
"maulvi",3
"mawlawi",3
"maximum",3
"mcdonalds",3
"mcquilliams",3
"medellin",3
"merca",3
"militancy",3
"miners",3
"mink",3
"mishandling",3
"miskine",3
"missionaries",3
"missions",3
"mistakenly",3
"mistook",3
"mitchell",3
"mitilini",3
"mixed",3
"mixing",3
"moammar",3
"mojahed",3
"monitor",3
"monks",3
"montana",3
"monthlong",3
"moody",3
"morning",3
"moscow",3
"moses",3
"motorists",3
"mozambiques",3
"mukalla",3
"munir",3
"musa",3
"museum",3
"musicians",3
"mustapha",3
"myint",3
"nabil",3
"nachika",3
"naik",3
"nairobi",3
"narayan",3
"narayanpatna",3
"natoled",3
"naxals",3
"nazarbayev",3
"ndas",3
"nearly",3
"neglected",3
"negotiator",3
"neonazis",3
"nepalese",3
"ngo",3
"nicholas",3
"nkurunziza",3
"nlfb",3
"nonbaloch",3
"nongovernmental",3
"nonmuslim",3
"norte",3
"northeastern",3
"nothing",3
"numbers",3
"nursultan",3
"obscenity",3
"occidental",3
"occupants",3
"offer",3
"offering",3
"ohrid",3
"oneday",3
"operative",3
"operators",3
"opportunities",3
"oppositional",3
"oppressed",3
"option",3
"orange",3
"orchestrating",3
"organize",3
"origin",3
"oro",3
"osman",3
"ousted",3
"ousting",3
"overrun",3
"overseen",3
"ownership",3
"packing",3
"painful",3
"pakhtunkhwa",3
"pakistanafghanistan",3
"palm",3
"panda",3
"pandey",3
"panther",3
"papers",3
"parent",3
"park",3
"parlimentary",3
"partially",3
"partido",3
"paswan",3
"patrick",3
"patriot",3
"pavel",3
"peddling",3
"pending",3
"per",3
"performance",3
"permit",3
"perp",3
"persecution",3
"persian",3
"peruvian",3
"petroleum",3
"phong",3
"phrases",3
"picket",3
"pilipinas",3
"pilots",3
"ping",3
"planes",3
"planet",3
"plants",3
"plga",3
"plo",3
"pmlp",3
"polish",3
"politicallymotivated",3
"pollution",3
"populated",3
"posing",3
"postponed",3
"prabakaran",3
"praja",3
"prc",3
"preached",3
"predatory",3
"prepare",3
"presidency",3
"priority",3
"probable",3
"proceedings",3
"proclamation",3
"profit",3
"profitmotivated",3
"programme",3
"proindependence",3
"proletarian",3
"proper",3
"prosecute",3
"prosecuted",3
"protester",3
"provisional",3
"prudencio",3
"pulwama",3
"pumret",3
"purely",3
"purification",3
"pursue",3
"pursuit",3
"pushed",3
"putting",3
"qaida",3
"quell",3
"questionable",3
"quitting",3
"raad",3
"rabbuh",3
"rabha",3
"raciallymotivated",3
"racism",3
"raiding",3
"railways",3
"rajkumar",3
"rakesh",3
"ramon",3
"ran",3
"rantisi",3
"rapid",3
"raping",3
"raqqa",3
"reads",3
"reality",3
"reduce",3
"reducing",3
"reductions",3
"referenced",3
"referencing",3
"referring",3
"refinery",3
"reflected",3
"reforms",3
"refuge",3
"refute",3
"relationships",3
"relics",3
"religiouscultural",3
"relocate",3
"remembrance",3
"remind",3
"repairs",3
"repercussions",3
"repressive",3
"researching",3
"resorted",3
"respect",3
"respected",3
"restore",3
"restructured",3
"retired",3
"revolucionarias",3
"rice",3
"rifle",3
"ring",3
"roadbuilding",3
"rodrigue",3
"roland",3
"ronald",3
"roots",3
"rouvikonas",3
"roy",3
"royalties",3
"rpp",3
"ruben",3
"rubicon",3
"sah",3
"salad",3
"salama",3
"salat",3
